Subject, Start Date, End Date, Start Time, End Time
Spanish 5R, 2018-03-14, 2018-03-14, 19:00, 20:00
Spanish 5S, 2018-03-15, 2018-03-15, 19:00, 20:00
Spanish 5T, 2018-03-16, 2018-03-16, 19:00, 20:00
Spanish 5U, 2018-03-17, 2018-03-17, 19:00, 20:00
Spanish 5V, 2018-03-18, 2018-03-18, 19:00, 20:00
Spanish 6A, 2018-03-19, 2018-03-19, 19:00, 20:00
Spanish 6B, 2018-03-20, 2018-03-20, 19:00, 20:00
Spanish 6C, 2018-03-21, 2018-03-21, 19:00, 20:00
Spanish 6D, 2018-03-22, 2018-03-22, 19:00, 20:00
Spanish 6E, 2018-03-23, 2018-03-23, 19:00, 20:00
Spanish 6F, 2018-03-24, 2018-03-24, 19:00, 20:00
Spanish 6G, 2018-03-25, 2018-03-25, 19:00, 20:00
Spanish 6H, 2018-03-26, 2018-03-26, 19:00, 20:00
Spanish 6I, 2018-03-27, 2018-03-27, 19:00, 20:00
Spanish 6J, 2018-03-28, 2018-03-28, 19:00, 20:00
Spanish 6K, 2018-03-29, 2018-03-29, 19:00, 20:00
Spanish 6L, 2018-03-30, 2018-03-30, 19:00, 20:00
Spanish 6M, 2018-03-31, 2018-03-31, 19:00, 20:00
Spanish 6N, 2018-04-01, 2018-04-01, 19:00, 20:00
Spanish 6O, 2018-04-02, 2018-04-02, 19:00, 20:00
Spanish 6P, 2018-04-03, 2018-04-03, 19:00, 20:00
Spanish 6Q, 2018-04-04, 2018-04-04, 19:00, 20:00
Spanish 6R, 2018-04-05, 2018-04-05, 19:00, 20:00
Spanish 6S, 2018-04-06, 2018-04-06, 19:00, 20:00
Spanish 6T, 2018-04-07, 2018-04-07, 19:00, 20:00
Spanish 7A, 2018-04-08, 2018-04-08, 19:00, 20:00
Spanish 7B, 2018-04-09, 2018-04-09, 19:00, 20:00
Spanish 7C, 2018-04-10, 2018-04-10, 19:00, 20:00
Spanish 7D, 2018-04-11, 2018-04-11, 19:00, 20:00
Spanish 7E, 2018-04-12, 2018-04-12, 19:00, 20:00
Spanish 7F, 2018-04-13, 2018-04-13, 19:00, 20:00
Spanish 7G, 2018-04-14, 2018-04-14, 19:00, 20:00
Spanish 7H, 2018-04-15, 2018-04-15, 19:00, 20:00
Spanish 7I, 2018-04-16, 2018-04-16, 19:00, 20:00
Spanish 7J, 2018-04-17, 2018-04-17, 19:00, 20:00
Spanish 7K, 2018-04-18, 2018-04-18, 19:00, 20:00
Spanish 7L, 2018-04-19, 2018-04-19, 19:00, 20:00
Spanish 7M, 2018-04-20, 2018-04-20, 19:00, 20:00
Spanish 7N, 2018-04-21, 2018-04-21, 19:00, 20:00
Spanish 7O, 2018-04-22, 2018-04-22, 19:00, 20:00
Spanish 7P, 2018-04-23, 2018-04-23, 19:00, 20:00
Spanish 7Q, 2018-04-24, 2018-04-24, 19:00, 20:00
Spanish 7R, 2018-04-25, 2018-04-25, 19:00, 20:00
Spanish 7S, 2018-04-26, 2018-04-26, 19:00, 20:00
Spanish 7T, 2018-04-27, 2018-04-27, 19:00, 20:00
Spanish 7U, 2018-04-28, 2018-04-28, 19:00, 20:00
